x: 1802, y: 927, id: 1, width: 97, height: 332
x: 522, y: 1391, id: 539, width: 34, height: 61
x: 1563, y: 1975, id: 540, width: 22, height: 21
x: 686, y: 371, id: 541, width: 181, height: 7
x: 49, y: 87, id: 542, width: 108, height: 12
x: 8, y: 1292, id: 543, width: 26, height: 18
x: 998, y: 127, id: 544, width: 30, height: 26
x: 1595, y: 1385, id: 545, width: 43, height: 41
x: 925, y: 653, id: 546, width: 12, height: 74
x: 1552, y: 257, id: 547, width: 53, height: 45
x: 1701, y: 1622, id: 548, width: 61, height: 9
x: 1538, y: 711, id: 549, width: 61, height: 19
x: 1735, y: 212, id: 550, width: 13, height: 8
x: 1574, y: 515, id: 551, width: 124, height: 7
x: 465, y: 1849, id: 552, width: 20, height: 7
x: 848, y: 999, id: 553, width: 8, height: 17
x: 125, y: 1497, id: 554, width: 72, height: 9
x: 108, y: 1548, id: 555, width: 14, height: 12
x: 580, y: 122, id: 556, width: 31, height: 39
x: 429, y: 57, id: 557, width: 17, height: 11
x: 0, y: 285, id: 558, width: 36, height: 56
x: 196, y: 1983, id: 559, width: 176, height: 14
x: 1687, y: 704, id: 560, width: 15, height: 35
x: 1971, y: 411, id: 561, width: 27, height: 9
x: 978, y: 1459, id: 562, width: 16, height: 34
x: 64, y: 589, id: 563, width: 18, height: 9
x: 121, y: 622, id: 564, width: 38, height: 12
x: 1323, y: 103, id: 565, width: 45, height: 27
x: 1644, y: 983, id: 566, width: 48, height: 32
x: 1521, y: 1014, id: 567, width: 21, height: 28
x: 188, y: 1828, id: 568, width: 25, height: 16
x: 503, y: 1683, id: 569, width: 36, height: 76
x: 1892, y: 223, id: 570, width: 19, height: 8
x: 1633, y: 1870, id: 571, width: 49, height: 7
x: 0, y: 1526, id: 572, width: 21, height: 269
x: 597, y: 1001, id: 573, width: 14, height: 22
x: 1326, y: 502, id: 574, width: 9, height: 8
x: 148, y: 1376, id: 575, width: 43, height: 18
x: 295, y: 1599, id: 576, width: 56, height: 7
x: 1318, y: 82, id: 577, width: 33, height: 11
x: 1958, y: 832, id: 578, width: 13, height: 17
x: 1494, y: 2, id: 579, width: 56, height: 7
x: 1201, y: 1092, id: 580, width: 10, height: 208
x: 6, y: 1018, id: 581, width: 11, height: 15
x: 28, y: 6, id: 582, width: 18, height: 86
x: 1800, y: 0, id: 583, width: 122, height: 30
x: 1733, y: 1858, id: 584, width: 34, height: 46
x: 1991, y: 1153, id: 585, width: 7, height: 391
x: 1959, y: 1435, id: 586, width: 22, height: 46
x: 1752, y: 222, id: 587, width: 84, height: 13
x: 20, y: 367, id: 588, width: 7, height: 21
x: 531, y: 1658, id: 589, width: 11, height: 13
x: 377, y: 1576, id: 590, width: 15, height: 22
x: 727, y: 1957, id: 591, width: 18, height: 7
x: 142, y: 1904, id: 592, width: 23, height: 19
x: 1616, y: 1427, id: 593, width: 8, height: 74
x: 772, y: 1898, id: 594, width: 106, height: 9
x: 500, y: 646, id: 595, width: 72, height: 10
x: 1609, y: 1357, id: 596, width: 10, height: 26
x: 264, y: 258, id: 597, width: 11, height: 91
x: 1930, y: 1853, id: 598, width: 57, height: 28
x: 1832, y: 579, id: 599, width: 31, height: 12
x: 154, y: 1787, id: 600, width: 40, height: 21
x: 944, y: 626, id: 601, width: 18, height: 13
x: 76, y: 853, id: 602, width: 22, height: 12
x: 1534, y: 629, id: 603, width: 26, height: 27
x: 290, y: 1121, id: 604, width: 96, height: 14
x: 1182, y: 150, id: 605, width: 100, height: 11
x: 176, y: 1151, id: 606, width: 12, height: 222
x: 271, y: 373, id: 607, width: 42, height: 32
x: 859, y: 1076, id: 608, width: 29, height: 40
x: 837, y: 23, id: 609, width: 99, height: 17
x: 1693, y: 1088, id: 610, width: 66, height: 27
x: 1283, y: 318, id: 611, width: 14, height: 29
x: 240, y: 895, id: 612, width: 9, height: 20
x: 9, y: 555, id: 613, width: 71, height: 11
x: 1368, y: 900, id: 614, width: 20, height: 34
x: 1559, y: 988, id: 615, width: 7, height: 23
x: 1474, y: 905, id: 616, width: 21, height: 8
x: 889, y: 1969, id: 617, width: 17, height: 16
x: 101, y: 1533, id: 618, width: 13, height: 13
x: 1204, y: 799, id: 619, width: 10, height: 64
x: 1183, y: 1443, id: 620, width: 39, height: 14
x: 1028, y: 638, id: 621, width: 29, height: 40
x: 985, y: 519, id: 622, width: 35, height: 9
x: 1791, y: 1183, id: 623, width: 10, height: 9
x: 1197, y: 1502, id: 624, width: 28, height: 27
x: 1154, y: 999, id: 625, width: 23, height: 17
x: 1105, y: 709, id: 626, width: 64, height: 17
x: 458, y: 468, id: 627, width: 8, height: 25
x: 17, y: 1504, id: 628, width: 40, height: 13
x: 1982, y: 303, id: 629, width: 9, height: 48
x: 1009, y: 1235, id: 630, width: 114, height: 13
x: 540, y: 1371, id: 631, width: 29, height: 8
x: 348, y: 500, id: 632, width: 51, height: 8
x: 1424, y: 1298, id: 633, width: 11, height: 132
x: 662, y: 1115, id: 634, width: 32, height: 9
x: 961, y: 1556, id: 635, width: 14, height: 30
x: 1914, y: 1864, id: 636, width: 7, height: 67
x: 1288, y: 583, id: 637, width: 84, height: 9
x: 220, y: 1498, id: 638, width: 7, height: 9
x: 1066, y: 1531, id: 639, width: 43, height: 11
x: 1427, y: 1176, id: 640, width: 24, height: 34
x: 57, y: 1800, id: 641, width: 18, height: 23
x: 398, y: 1167, id: 642, width: 8, height: 14
x: 1450, y: 292, id: 643, width: 15, height: 11
x: 1340, y: 911, id: 644, width: 22, height: 21
x: 1648, y: 1797, id: 645, width: 9, height: 22
x: 155, y: 1972, id: 646, width: 34, height: 16
x: 467, y: 1601, id: 647, width: 12, height: 140
x: 173, y: 521, id: 648, width: 14, height: 8
x: 52, y: 287, id: 649, width: 91, height: 18
x: 1397, y: 1374, id: 650, width: 8, height: 64
x: 1753, y: 846, id: 651, width: 17, height: 14
x: 1700, y: 985, id: 652, width: 20, height: 47
x: 1775, y: 1352, id: 653, width: 9, height: 8
x: 654, y: 1187, id: 654, width: 9, height: 28
x: 562, y: 1218, id: 655, width: 29, height: 55
x: 262, y: 1557, id: 656, width: 12, height: 35
x: 1942, y: 1116, id: 657, width: 17, height: 7
x: 210, y: 1193, id: 658, width: 25, height: 20
x: 1116, y: 530, id: 659, width: 29, height: 10
x: 1469, y: 1655, id: 660, width: 12, height: 75
x: 829, y: 280, id: 661, width: 23, height: 21
x: 946, y: 1484, id: 662, width: 12, height: 33
x: 1937, y: 871, id: 663, width: 14, height: 116
x: 971, y: 1236, id: 664, width: 20, height: 7
x: 263, y: 1930, id: 665, width: 17, height: 37
x: 1773, y: 31, id: 666, width: 97, height: 13
x: 1840, y: 1435, id: 667, width: 24, height: 37
x: 147, y: 262, id: 668, width: 11, height: 33
x: 25, y: 218, id: 669, width: 42, height: 18
x: 20, y: 451, id: 670, width: 21, height: 70
x: 1641, y: 1355, id: 671, width: 28, height: 65
x: 892, y: 789, id: 672, width: 13, height: 10
x: 0, y: 932, id: 673, width: 23, height: 24
x: 987, y: 1856, id: 674, width: 38, height: 16
x: 1383, y: 1860, id: 675, width: 40, height: 11
x: 1306, y: 1545, id: 676, width: 39, height: 29
x: 344, y: 661, id: 677, width: 33, height: 13
x: 843, y: 512, id: 678, width: 14, height: 24
x: 1964, y: 965, id: 679, width: 25, height: 63
x: 1832, y: 766, id: 680, width: 14, height: 31
x: 1661, y: 692, id: 681, width: 16, height: 12
x: 176, y: 303, id: 682, width: 7, height: 94
x: 320, y: 1933, id: 683, width: 57, height: 11
x: 491, y: 1490, id: 684, width: 17, height: 8
x: 77, y: 622, id: 685, width: 9, height: 27
x: 397, y: 660, id: 686, width: 87, height: 21
x: 1959, y: 8, id: 687, width: 31, height: 21
x: 951, y: 1238, id: 688, width: 7, height: 154
x: 787, y: 28, id: 689, width: 25, height: 7
x: 1654, y: 645, id: 690, width: 90, height: 10
x: 266, y: 579, id: 691, width: 14, height: 61
x: 1283, y: 19, id: 692, width: 16, height: 48
x: 419, y: 1135, id: 693, width: 8, height: 191
x: 972, y: 465, id: 694, width: 13, height: 25
x: 1575, y: 1235, id: 695, width: 17, height: 27
x: 1741, y: 702, id: 696, width: 20, height: 36
x: 448, y: 1173, id: 697, width: 7, height: 307
x: 1797, y: 767, id: 698, width: 17, height: 10
x: 915, y: 1218, id: 699, width: 42, height: 17
x: 1551, y: 153, id: 700, width: 9, height: 19
x: 549, y: 1139, id: 701, width: 18, height: 20
x: 964, y: 1595, id: 702, width: 8, height: 13
x: 832, y: 942, id: 703, width: 13, height: 13
x: 669, y: 686, id: 704, width: 12, height: 8
x: 1199, y: 1922, id: 705, width: 118, height: 22
x: 167, y: 1123, id: 706, width: 85, height: 8
x: 91, y: 1054, id: 707, width: 106, height: 7
x: 370, y: 138, id: 708, width: 22, height: 48
x: 1261, y: 1469, id: 709, width: 11, height: 13
x: 1404, y: 342, id: 710, width: 143, height: 18
x: 1580, y: 1316, id: 711, width: 7, height: 7
x: 459, y: 1480, id: 712, width: 12, height: 38
x: 251, y: 1579, id: 713, width: 8, height: 18
x: 1984, y: 1564, id: 714, width: 9, height: 7
x: 115, y: 743, id: 715, width: 34, height: 16
x: 4, y: 1176, id: 716, width: 16, height: 17
x: 582, y: 195, id: 717, width: 7, height: 37
x: 1380, y: 246, id: 718, width: 7, height: 28
x: 230, y: 0, id: 719, width: 202, height: 11
x: 1156, y: 530, id: 720, width: 21, height: 17
x: 1196, y: 629, id: 721, width: 63, height: 9
x: 1197, y: 532, id: 722, width: 81, height: 16
x: 355, y: 127, id: 723, width: 12, height: 49
x: 963, y: 1717, id: 724, width: 26, height: 28
x: 588, y: 1851, id: 725, width: 61, height: 13
x: 673, y: 778, id: 726, width: 8, height: 64
x: 172, y: 530, id: 727, width: 34, height: 8
x: 1945, y: 761, id: 728, width: 45, height: 43
x: 560, y: 1685, id: 729, width: 11, height: 31
x: 1141, y: 641, id: 730, width: 24, height: 12
x: 1511, y: 1054, id: 731, width: 11, height: 26
x: 469, y: 451, id: 732, width: 34, height: 24
x: 1440, y: 1159, id: 733, width: 30, height: 7
x: 1459, y: 1917, id: 734, width: 21, height: 7
x: 715, y: 903, id: 735, width: 37, height: 10
x: 945, y: 505, id: 736, width: 11, height: 16
x: 115, y: 1924, id: 737, width: 8, height: 33
x: 111, y: 523, id: 738, width: 54, height: 14
x: 1550, y: 1880, id: 739, width: 123, height: 9
x: 1683, y: 1506, id: 740, width: 22, height: 16
x: 723, y: 1228, id: 741, width: 25, height: 9
x: 544, y: 272, id: 742, width: 11, height: 29
x: 1613, y: 1827, id: 743, width: 53, height: 23
x: 486, y: 1169, id: 744, width: 76, height: 14
x: 29, y: 1311, id: 745, width: 18, height: 11
x: 5, y: 1037, id: 746, width: 17, height: 34
x: 728, y: 334, id: 747, width: 8, height: 11
x: 1126, y: 981, id: 748, width: 23, height: 20
x: 517, y: 1123, id: 749, width: 15, height: 22
x: 1226, y: 436, id: 750, width: 10, height: 46
x: 1548, y: 178, id: 751, width: 23, height: 16
x: 1845, y: 622, id: 752, width: 38, height: 63
x: 442, y: 1550, id: 753, width: 39, height: 16
x: 634, y: 893, id: 754, width: 39, height: 7
x: 1671, y: 891, id: 755, width: 10, height: 15
x: 427, y: 691, id: 756, width: 12, height: 29
x: 564, y: 1285, id: 757, width: 8, height: 45
x: 1404, y: 1842, id: 758, width: 12, height: 10
x: 716, y: 1441, id: 759, width: 8, height: 27
x: 1357, y: 1992, id: 760, width: 11, height: 7
x: 1283, y: 474, id: 761, width: 11, height: 24
x: 379, y: 658, id: 762, width: 7, height: 29
x: 102, y: 812, id: 763, width: 8, height: 74
x: 1513, y: 672, id: 764, width: 21, height: 7
x: 1516, y: 1840, id: 765, width: 13, height: 28
x: 1962, y: 1338, id: 766, width: 15, height: 71
x: 11, y: 1944, id: 767, width: 14, height: 16
x: 1485, y: 752, id: 768, width: 13, height: 28
x: 1242, y: 771, id: 769, width: 36, height: 7
x: 552, y: 852, id: 770, width: 25, height: 32
x: 1990, y: 999, id: 771, width: 9, height: 14
x: 1667, y: 1060, id: 772, width: 102, height: 9
x: 1459, y: 1614, id: 773, width: 10, height: 18
x: 427, y: 76, id: 774, width: 26, height: 12
x: 1087, y: 514, id: 775, width: 52, height: 8
x: 1809, y: 724, id: 776, width: 12, height: 41
x: 1520, y: 1955, id: 777, width: 161, height: 9
x: 721, y: 509, id: 778, width: 11, height: 13
x: 485, y: 1373, id: 779, width: 11, height: 57
x: 1962, y: 1538, id: 780, width: 20, height: 90
x: 1422, y: 272, id: 781, width: 49, height: 7
x: 882, y: 1528, id: 782, width: 171, height: 14
x: 1928, y: 909, id: 783, width: 7, height: 206
x: 1345, y: 852, id: 784, width: 39, height: 8
x: 433, y: 94, id: 785, width: 27, height: 14
x: 1607, y: 334, id: 786, width: 25, height: 36
x: 1053, y: 1581, id: 787, width: 16, height: 15
x: 1641, y: 307, id: 788, width: 10, height: 95
x: 1557, y: 1270, id: 789, width: 34, height: 11
x: 1124, y: 1625, id: 790, width: 13, height: 7
x: 53, y: 1439, id: 791, width: 8, height: 7
x: 647, y: 1932, id: 792, width: 21, height: 38
x: 575, y: 1654, id: 793, width: 8, height: 45
x: 1669, y: 1507, id: 794, width: 13, height: 18
x: 1988, y: 1599, id: 795, width: 10, height: 25
x: 60, y: 983, id: 796, width: 15, height: 39
x: 1389, y: 1974, id: 797, width: 42, height: 25
x: 639, y: 578, id: 798, width: 62, height: 8
x: 1108, y: 751, id: 799, width: 14, height: 18
x: 290, y: 1810, id: 800, width: 111, height: 7
x: 878, y: 1064, id: 801, width: 9, height: 10
x: 503, y: 3, id: 802, width: 81, height: 10
x: 1256, y: 488, id: 803, width: 19, height: 9
x: 1442, y: 3, id: 804, width: 23, height: 10
x: 1395, y: 989, id: 805, width: 14, height: 23
x: 525, y: 660, id: 806, width: 7, height: 35
x: 882, y: 1911, id: 807, width: 35, height: 13
x: 681, y: 1195, id: 808, width: 25, height: 42
x: 980, y: 1776, id: 809, width: 21, height: 14
x: 846, y: 1074, id: 810, width: 9, height: 120
x: 1284, y: 563, id: 811, width: 39, height: 10
x: 717, y: 786, id: 812, width: 38, height: 21
x: 455, y: 707, id: 813, width: 11, height: 11
x: 593, y: 903, id: 814, width: 25, height: 20
x: 1058, y: 381, id: 815, width: 16, height: 27
x: 64, y: 1564, id: 816, width: 8, height: 65
x: 621, y: 44, id: 817, width: 13, height: 42
x: 149, y: 1348, id: 818, width: 11, height: 26
x: 882, y: 730, id: 819, width: 23, height: 19
x: 1496, y: 470, id: 820, width: 10, height: 12
x: 1364, y: 1841, id: 821, width: 16, height: 75
x: 122, y: 501, id: 822, width: 28, height: 14
x: 786, y: 560, id: 823, width: 15, height: 26
x: 195, y: 1970, id: 824, width: 147, height: 10
x: 1075, y: 1041, id: 825, width: 38, height: 27
x: 5, y: 1252, id: 826, width: 20, height: 19
x: 1757, y: 1306, id: 827, width: 9, height: 13
x: 68, y: 738, id: 828, width: 9, height: 38
x: 1857, y: 214, id: 829, width: 24, height: 26
x: 1040, y: 1911, id: 830, width: 11, height: 51
x: 1048, y: 980, id: 831, width: 12, height: 66
x: 980, y: 1422, id: 832, width: 26, height: 17
x: 1962, y: 1070, id: 833, width: 15, height: 15
x: 948, y: 428, id: 834, width: 10, height: 20
x: 449, y: 1072, id: 835, width: 11, height: 12
x: 1688, y: 691, id: 836, width: 69, height: 7
x: 200, y: 1573, id: 837, width: 45, height: 23
x: 1674, y: 1351, id: 838, width: 18, height: 16
x: 841, y: 420, id: 839, width: 29, height: 7
x: 1920, y: 1127, id: 840, width: 42, height: 7
x: 1275, y: 1524, id: 841, width: 14, height: 12
x: 1814, y: 862, id: 842, width: 20, height: 26
x: 565, y: 932, id: 843, width: 34, height: 18
